office_code,datawrapper,state,dem_fec_id,dem_name,dem_first_name,dem_last,dem_status,rep_fec_id,rep_name,rep_first_name,rep_last,rep_status,incumbent_bonus,dem_polling,rep_polling,polling_margin,num_polls,total_weight,dem_funds,rep_funds,funds_score,trump_16,clinton_16,trump_20,biden_20,trump_24,harris_24,dem_24,rep_24,total_adult_pop,white,hispanic,black,asian,native_american,pacific_islander,income_lt25k,income_25_50k,income_50_100k,income_100_200k,income_200kplus,edu_hs,edu_bachelor,edu_grad,urban,suburban,rural,lean,date,margin,dem_probability,rep_probability,dem_polling,rep_polling,polling_avg,fundamentals,polling_weight,fundamentals_weight,dem_pct,rep_pct,has_polls,24to26,rating,datawrapper_incumbent_bonus,datawrapper_polling_margin,datawrapper_funds_score,datawrapper_24to26,datawrapper_margin
PA-05,PA-05,PA,H8PA07200,Mary Gay Scanlon,Mary,Scanlon,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,0.9735143337840618,,,,,,431123.13,0.0,10.0,128752.0,238683.0,140573.0,276225.0,147219.0,267157.0,267754.0,142355.0,,,,,,,,,,,,,,,,,,,31.37965833060526,2025-10-07,35.2203454533181,73.64345334787888,26.356546652121125,,,,35.5093313422138,0.0,1.0,67.61017272665904,32.389827273340956,False,6.276101578190204,Lean D,D+1.0,N/A,D+10.0,D+6.3,D+35.2
PA-06,PA-06,PA,H8PA06087,Chrissy Houlahan,Chrissy,Houlahan,INCUMBENT,H6PA06156,Martin Young,Martin,Young,CHALLENGER,0.49568529077073237,,,,,,2115281.035,0.0,5.6524236523472435,156423.0,188385.0,174138.0,235144.0,186142.0,234627.0,235625.0,183638.0,,,,,,,,,,,,,,,,,,,13.677907883192214,2025-10-07,18.439317479545725,62.85954869119984,37.14045130880016,,,,18.617164861048863,0.0,1.0,59.21965873977286,40.78034126022714,False,6.916367832589794,Lean D,D+0.5,N/A,D+5.7,D+6.9,D+18.4
PA-07,PA-07,PA,H6PA07162,Ryan Crosswell,Ryan,Crosswell,CHALLENGER,H8PA15195,Ryan Edward Mackenzie,Ryan,Mackenzie,INCUMBENT,1.0985955213354226,,,,,,193978.265,975023.225,-2.153087109593569,167939.0,158280.0,194638.0,197111.0,209881.0,196712.0,199626.0,203688.0,,,,,,,,,,,,,,,,,,,-0.8087436064622501,2025-10-07,0.6463584601537296,50.45746504007881,49.54253495992119,,,,0.6296981441337894,0.0,1.0,50.32317923007687,49.67682076992313,False,3.8852238611812924,Toss-up,D+1.1,N/A,R+2.2,D+3.9,D+0.6
PA-08,PA-08,PA,H6PA08293,Paige Cognetti,Paige,Cognetti,CHALLENGER,H4PA08124,Rob Bresnahan,Rob,Bresnahan,INCUMBENT,3.437581754604127,45.439012525,42.560987475,2.878025050000005,1.0,-0.0044772821363111,0.0,1346394.6749999998,-4.994438934627312,174489.0,147570.0,194356.0,183169.0,210231.0,177079.0,189411.0,195663.0,,,,,,,,,,,,,,,,,,,-5.833112620327101,2025-10-07,-4.173796672528974,47.048158236473235,52.951841763526765,45.439012525,42.560987475,2.878025050000005,-4.256022626735464,0.0,1.0,47.91310166373551,52.08689833626449,True,4.385755107698749,Toss-up,D+3.4,D+2.9,R+5.0,D+4.4,R+4.2
PA-09,PA-09,PA,H6PA09101,Daniel Anthony Byron,Daniel,Byron,CHALLENGER,H8PA10147,Daniel Meuser,Daniel,Meuser,INCUMBENT,-1.538988363812338,,,,,,0.0,515657.27999999997,-3.638948065516344,228940.0,95454.0,260934.0,119923.0,272905.0,121858.0,115523.0,276212.0,,,,,,,,,,,,,,,,,,,-36.53054414580892,2025-10-07,-37.45245046139613,25.026636604598863,74.97336339540114,,,,-37.593422129939434,0.0,1.0,31.273774769301934,68.72622523069806,False,0.8102539967217766,Lean R,R+1.5,N/A,R+3.6,D+0.8,R+37.5
PA-10,PA-10,PA,H4PA10104,Janelle Stelson,Janelle,Stelson,CHALLENGER,H2PA04135,Scott Perry,Scott,Perry,INCUMBENT,1.983198855568879,46.439012525,42.560987475,3.878025050000005,1.0,-0.0026476273991375286,16281.369999999999,932754.935,-4.04467638552342,183679.0,149150.0,205155.0,188639.0,214275.0,192789.0,200434.0,205567.0,,,,,,,,,,,,,,,,,,,-3.7387562705322006,2025-10-07,-2.360254656030729,48.32988831007759,51.67011168992241,46.439012525,42.560987475,3.878025050000005,-2.656373601745449,0.0,1.0,48.81987267198463,51.18012732801537,True,2.918030822419834,Toss-up,D+2.0,D+3.9,R+4.0,D+2.9,R+2.4
PA-11,PA-11,PA,H6PA11081,Sarah Renee Klimm,Sarah,Klimm,CHALLENGER,H6PA16320,Lloyd K Smucker,Lloyd,Smucker,INCUMBENT,-2.2153702709815857,,,,,,1908.77,975108.37,-4.474598787166743,206060.0,119052.0,237720.0,153308.0,248335.0,160185.0,149641.0,253672.0,,,,,,,,,,,,,,,,,,,-20.236363569069134,2025-10-07,-22.428369810912923,34.4677177296408,65.53228227035919,,,,-22.16798818547102,0.0,1.0,38.78581509454354,61.21418490545646,False,-0.8504788875799143,Lean R,R+2.2,N/A,R+4.5,R+0.9,R+22.4
PA-12,PA-12,PA,H2PA18200,Summer Lee,Summer,Lee,INCUMBENT,H4PA12068,James Hayes,James,Hayes,CHALLENGER,-3.1810674688520684,,,,,,774041.255,2255.84,4.137103410704604,156199.0,225151.0,169568.0,255330.0,171396.0,253683.0,234802.0,181426.0,,,,,,,,,,,,,,,,,,,21.13883785331153,2025-10-07,23.252650961728218,66.07718231182831,33.92281768817169,,,,22.869266203931666,0.0,1.0,61.62632548086411,38.37367451913589,False,3.8946022225526775,Lean D,R+3.2,N/A,D+4.1,D+3.9,D+23.3
PA-13,PA-13,PA,H4PA13298,Elizabeth Rhoads Farnham,Elizabeth,Farnham,CHALLENGER,H8PA13125,John Joyce,John,Joyce,INCUMBENT,-1.431769695702767,,,,,,7621.645,2114315.7600000002,-5.438941898895505,247583.0,87350.0,288112.0,107211.0,298896.0,110793.0,104823.0,301460.0,,,,,,,,,,,,,,,,,,,-44.29928221272231,2025-10-07,-45.55711235738244,20.444177322008922,79.55582267799107,,,,-46.190678001469365,0.0,1.0,27.22144382130878,72.77855617869122,False,0.35649528158273114,Likely R,R+1.4,N/A,R+5.4,D+0.4,R+45.6
PA-14,PA-14,PA,H6PA14200,David Alan Bradstock,David,Bradstock,CHALLENGER,H8PA18199,Guy Reschenthaler,Guy,Reschenthaler,INCUMBENT,0.1052689097483378,,,,,,0.0,1591861.5750000002,-5.237344467526347,233603.0,117359.0,268658.0,138882.0,279264.0,138822.0,134755.0,268380.0,,,,,,,,,,,,,,,,,,,-31.518510578161614,2025-10-07,-32.37276611823266,28.0927750890255,71.90722491097449,,,,-32.284415247590026,0.0,1.0,33.81361694088367,66.18638305911634,False,1.2188872736532161,Lean R,D+0.1,N/A,R+5.2,D+1.2,R+32.4
PA-15,PA-15,PA,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H8PA05071,Glenn Thompson,Glenn,Thompson,INCUMBENT,-2.4842950130014114,,,,,,0.0,1103569.9,-10.0,228652.0,102917.0,263000.0,119460.0,272777.0,121641.0,111408.0,279027.0,,,,,,,,,,,,,,,,,,,-36.41902114582193,2025-10-07,-38.18574756838375,24.595896211962614,75.40410378803739,,,,-38.64657478138383,0.0,1.0,30.907126215808123,69.09287378419188,False,0.13299042024760155,Likely R,R+2.5,N/A,R+10.0,D+0.1,R+38.2
PA-16,PA-16,PA,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H0PA03271,George J Kelly,George,Kelly,INCUMBENT,-2.2697968777216095,,,,,,0.0,866676.55,-10.0,212593.0,132828.0,242646.0,158725.0,254618.0,159531.0,146709.0,256923.0,,,,,,,,,,,,,,,,,,,-20.87861919368733,2025-10-07,-23.06376553973257,34.04744519734951,65.9525548026505,,,,-22.790777579742514,0.0,1.0,38.468117230133714,61.531882769866286,False,-0.10415438529298626,Lean R,R+2.3,N/A,R+10.0,R+0.1,R+23.1
PA-17,PA-17,PA,H2PA17103,Christopher Deluzio,Christopher,Deluzio,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,1.123815006465861,,,,,,701935.56,0.0,10.0,190088.0,194214.0,211270.0,237704.0,213792.0,238962.0,242838.0,207900.0,,,,,,,,,,,,,,,,,,,7.0123434349627,2025-10-07,11.972694243331567,58.42113467968863,41.57886532031137,,,,11.577112447962937,0.0,1.0,55.98634712166579,44.01365287833421,False,6.413383889364512,Toss-up,D+1.1,N/A,D+10.0,D+6.4,D+12.0
RI-01,RI-01,RI,H4RI01265,Gabriel F Amo,Gabriel,Amo,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,4.435523612627966,,,,,,781951.9500000001,0.0,10.0,75207.0,129287.0,83272.0,153193.0,88795.0,140828.0,139352.0,70742.0,,,,,,,,,,,,,,,,,,,25.885196287990432,2025-10-07,37.88343415023071,75.22689904318175,24.773100956818254,,,,37.31654186795363,0.0,1.0,68.94171707511535,31.05828292488465,False,15.223247670653318,Likely D,D+4.4,N/A,D+10.0,D+15.2,D+37.9
RI-02,RI-02,RI,H2RI02184,Seth Magaziner,Seth,Magaziner,INCUMBENT,H6RI02300,Gavin Solomon,Gavin,Solomon,CHALLENGER,4.9676592970242694,,,,,,693178.8899999999,0.0,4.04837066620502,105308.0,123228.0,116625.0,154314.0,125611.0,144328.0,153439.0,109381.0,,,,,,,,,,,,,,,,,,,9.954772176641885,2025-10-07,21.309290041180674,64.78829759161063,35.21170240838937,,,,21.656246451647352,0.0,1.0,60.65464502059034,39.34535497940966,False,14.375501296316093,Lean D,D+5.0,N/A,D+4.0,D+14.4,D+21.3
RI-SEN,RI,RI,S6RI00163,John F Reed,John,Reed,INCUMBENT,S4RI00051,Raymond Tyler Mckay,Raymond,Mckay,CHALLENGER,5.957988792947874,,,,,,1585528.635,20262.055,4.721234190475322,180515.0,252515.0,199897.0,307507.0,214406.0,285156.0,292791.0,180123.0,887594.0,642435.0,125988.0,70366.0,36946.0,16647.0,1655.0,52881.0,73519.0,125063.0,117648.0,45324.0,407122.0,161594.0,120732.0,122134.0,240034.0,48169.0,17.312223177342855,2025-10-07,25.61972573301792,67.62656222865809,32.37343777134191,,,,25.42742109238164,0.0,1.0,62.80986286650896,37.19013713349104,False,11.457319465127245,Lean D,D+6.0,N/A,D+4.7,D+11.5,D+25.6
SC-01,SC-01,SC,H6SC01201,Mayra Rivera-Vazquez,Mayra,Rivera-Vazquez,CHALLENGER,H0SC01394,Nancy Mace,Nancy,Mace,INCUMBENT,-1.802028164796693,,,,,,11355.0,839585.88,-4.011119075459523,161774.0,118032.0,204693.0,171641.0,222767.0,170913.0,162582.0,227502.0,,,,,,,,,,,,,,,,,,,-10.85614085694767,2025-10-07,-10.667903062126484,42.486958987567,57.513041012433,,,,-10.889468051388384,0.0,1.0,44.66604846893676,55.33395153106324,False,2.5037083989586613,Toss-up,R+1.8,N/A,R+4.0,D+2.5,R+10.7
SC-02,SC-02,SC,H6SC02134,Roger Keith Pruitt,Roger,Pruitt,CHALLENGER,H2SC02059,Joe The Hon Wilson,Joe,Wilson,INCUMBENT,-2.6881637642872698,,,,,,2435.42,180115.87,-2.21850097125706,175112.0,121724.0,199631.0,161161.0,205609.0,154676.0,142985.0,211514.0,,,,,,,,,,,,,,,,,,,-12.085538906729145,2025-10-07,-11.58594636870709,41.84766046734414,58.15233953265586,,,,-11.81331411539568,0.0,1.0,44.20702681564646,55.79297318435354,False,2.550917502950071,Toss-up,R+2.7,N/A,R+2.2,D+2.6,R+11.6
SC-03,SC-03,SC,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H4SC01313,Sheri Biggs,Sheri,Biggs,INCUMBENT,-1.6446380730540917,,,,,,0.0,187199.155,-10.0,198534.0,86559.0,236768.0,106636.0,252653.0,99185.0,87735.0,248451.0,,,,,,,,,,,,,,,,,,,-40.5595297795005,2025-10-07,-38.80837524990846,24.23260389233393,75.76739610766607,,,,-39.65002853285391,0.0,1.0,30.59581237504577,69.40418762495423,False,4.810563011450462,Likely R,R+1.6,N/A,R+10.0,D+4.8,R+38.8
SC-04,SC-04,SC,H6SC04171,Courtney Mcclain,Courtney,Mcclain,,H8SC04250,William R Timmons,William,Timmons,INCUMBENT,0.5380446487884716,,,,,,0.0,228236.6,-2.5746732381550363,171445.0,102141.0,202744.0,137947.0,216081.0,132541.0,128976.0,216695.0,,,,,,,,,,,,,,,,,,,-21.468440831966483,2025-10-07,-19.828798161508253,36.20306995342276,63.79693004657724,,,,-19.223496565364847,0.0,1.0,40.08560091924588,59.91439908075412,False,4.134118693997138,Lean R,D+0.5,N/A,R+2.6,D+4.1,R+19.8
SC-05,SC-05,SC,H6SC05178,Alex Harper,Alex,Harper,CHALLENGER,H8SC05158,Ralph W Norman,Ralph,Norman,INCUMBENT,-2.1998123274655073,,,,,,10068.210000000001,398286.955,-3.014929203105768,175627.0,114455.0,213498.0,147150.0,226471.0,141507.0,130592.0,228260.0,,,,,,,,,,,,,,,,,,,-20.38611012454406,2025-10-07,-19.978564304008646,36.102427820112254,63.897572179887746,,,,-20.186531824587107,0.0,1.0,40.01071784799568,59.98928215200432,False,3.1108595202417177,Lean R,R+2.2,N/A,R+3.0,D+3.1,R+20.0
SC-06,SC-06,SC,H2SC02042,James E Clyburn,James,Clyburn,INCUMBENT,H6SC06150,Gavin Solomon,Gavin,Solomon,CHALLENGER,0.05114431981119161,,,,,,1317711.3599999999,0.0,4.963306614509857,98811.0,195135.0,112098.0,219674.0,119120.0,189949.0,182056.0,117639.0,,,,,,,,,,,,,,,,,,,27.051681651136754,2025-10-07,32.394669258533,71.92074369347307,28.07925630652693,,,,32.741015624752656,0.0,1.0,66.19733462926649,33.80266537073351,False,9.477780149628515,Lean D,D+0.1,N/A,D+5.0,D+9.5,D+32.4
SC-07,SC-07,SC,H6SC07034,John Gregory Vincent,John,Vincent,CHALLENGER,H2SC07280,Russell Fry,Russell,Fry,INCUMBENT,-1.7883985913096119,,,,,,32043.975,673204.1799999999,-3.264654307385179,174073.0,117322.0,215658.0,147324.0,241046.0,139681.0,129522.0,240326.0,,,,,,,,,,,,,,,,,,,-22.991222118252033,2025-10-07,-22.500305258442715,34.42005777900051,65.5799422209995,,,,-22.642230546330858,0.0,1.0,38.74984737077864,61.25015262922136,False,4.12375870339871,Lean R,R+1.8,N/A,R+3.3,D+4.1,R+22.5
SC-SEN,SC,SC,S6SC04239,Annie Andrews,Annie,Andrews,CHALLENGER,S0SC00149,Lindsey O Graham,Lindsey,Graham,INCUMBENT,0.7914026142347159,,,,,,913499.26,10435887.01,-3.580820726901055,1155376.0,855368.0,1385090.0,1091533.0,1483747.0,1028452.0,964448.0,1490387.0,4014460.0,2603975.0,231124.0,1014656.0,88832.0,79729.0,5846.0,275874.0,453554.0,631435.0,422121.0,122320.0,2089765.0,704740.0,429896.0,279677.0,911250.0,680050.0,-15.053837872872647,2025-10-07,-14.645874822077392,39.73041873460857,60.26958126539143,,,,-14.534058202330822,0.0,1.0,42.677062588961306,57.322937411038694,False,3.4774904049607507,Lean R,D+0.8,N/A,R+3.6,D+3.5,R+14.6
SD-01,SD-AL,SD,H6SD00143,Scott Wade Schlagel,Scott,Schlagel,CHALLENGER,H8SD01055,Dusty Johnson,Dusty,Johnson,INCUMBENT,-7.447182489886172,,,,,,0.0,3349074.1100000003,-6.328853021252831,227721.0,117458.0,261043.0,150471.0,272081.0,146859.0,117818.0,303630.0,,,,,,,,,,,,,,,,,,,-27.783600968893005,2025-10-07,-36.26349878799919,25.731547332747713,74.26845266725229,,,,-35.93810065902858,0.0,1.0,31.868250606000405,68.1317493939996,False,-6.373299714146132,Lean R,R+7.4,N/A,R+6.3,R+6.4,R+36.3
SD-SEN,SD,SD,S6SD01125,Julian C Beaudion,Julian,Beaudion,CHALLENGER,S4SD00049,Mike Rounds,Mike,Rounds,INCUMBENT,-10.0,,,,,,63550.93,1492852.9,-3.913705582965927,227721.0,117458.0,261043.0,150471.0,272081.0,146859.0,117818.0,303630.0,669255.0,556081.0,23855.0,14956.0,12406.0,60618.0,1033.0,42008.0,75069.0,122336.0,80024.0,20292.0,362418.0,127258.0,59688.0,71030.0,133907.0,131605.0,-27.783600968893005,2025-10-07,-34.40988193407203,26.846268496246772,73.15373150375322,,,,-34.62453213587342,0.0,1.0,32.795059032963984,67.20494096703601,False,-4.519682860218975,Lean R,R+10.0,N/A,R+3.9,R+4.5,R+34.4
TN-01,TN-01,TN,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H0TN01118,Diana Harshbarger,Diana,Harshbarger,INCUMBENT,-0.42537373737787654,,,,,,0.0,1052504.395,-10.0,214618.0,54690.0,256469.0,73910.0,273119.0,71641.0,64021.0,257825.0,,,,,,,,,,,,,,,,,,,-56.221968393701836,2025-10-07,-56.7938347735636,15.362448568112818,84.63755143188718,,,,-56.66617167055396,0.0,1.0,21.6030826132182,78.39691738678181,False,1.646239480990296,Likely R,R+0.4,N/A,R+10.0,D+1.6,R+56.8
TN-02,TN-02,TN,H6TN02162,Adam Jay Velk,Adam,Velk,CHALLENGER,H8TN02119,Tim Burchett,Tim,Burchett,INCUMBENT,-2.330086647876148,,,,,,0.0,582062.4299999999,-3.805447748228543,186878.0,85154.0,226799.0,122672.0,242988.0,118782.0,111316.0,250782.0,,,,,,,,,,,,,,,,,,,-32.03643826142589,2025-10-07,-33.770778864910376,27.23495750357252,72.76504249642748,,,,-33.33318657818154,0.0,1.0,33.114610567544815,66.88538943245518,False,0.5620845566005315,Lean R,R+2.3,N/A,R+3.8,D+0.6,R+33.8
TN-03,TN-03,TN,H6TN03202,Joel Derek Hawn,Joel,Hawn,CHALLENGER,H0TN03254,Charles J Fleischmann,Charles,Fleischmann,INCUMBENT,-1.1412165634540727,,,,,,104.875,2176649.565,-5.691202483046531,188421.0,86412.0,226410.0,115257.0,243122.0,113481.0,102841.0,236519.0,,,,,,,,,,,,,,,,,,,-34.01077604011671,2025-10-07,-35.971127717041725,25.906109479183677,74.09389052081633,,,,-35.45782166799996,0.0,1.0,32.01443614147914,67.98556385852086,False,0.38330564442747317,Lean R,R+1.1,N/A,R+5.7,D+0.4,R+36.0
TN-04,TN-04,TN,H4TN04270,Victoria Broderick,Victoria,Broderick,CHALLENGER,H0TN04195,Scott Hon Desjarlais,Scott,Desjarlais,INCUMBENT,0.19373111282743327,,,,,,33433.8,285464.37,-2.087193372042271,175852.0,69897.0,220408.0,97846.0,239838.0,93024.0,83832.0,219133.0,,,,,,,,,,,,,,,,,,,-41.32094086208505,2025-10-07,-40.368202392464,23.33245866162327,76.66754133837674,,,,-40.07601681694516,0.0,1.0,29.815898803768,70.184101196232,False,3.7383642928290044,Likely R,D+0.2,N/A,R+2.1,D+3.7,R+40.4
TN-05,TN-05,TN,H6TN05355,James Torino,James,Torino,CHALLENGER,H2TN05446,Andy Ogles,Andy,Ogles,INCUMBENT,0.19787753649657264,,,,,,5789.44,124957.835,-1.714440596803609,160614.0,111304.0,198644.0,157587.0,215598.0,148953.0,142387.0,205075.0,,,,,,,,,,,,,,,,,,,-15.3560479568116,2025-10-07,-14.215166381177577,40.02705531338357,59.97294468661643,,,,-13.921983241606297,0.0,1.0,42.89241680941121,57.10758319058879,False,4.066226345765978,Toss-up,D+0.2,N/A,R+1.7,D+4.1,R+14.2
TN-06,TN-06,TN,H6TN06239,Lore Ann Bergman,Lore,Bergman,CHALLENGER,H8TN06094,John W Rose,John,Rose,INCUMBENT,-0.39391867101756795,,,,,,0.0,929661.53,-4.462776193543332,176328.0,88125.0,221423.0,119825.0,241384.0,115402.0,106144.0,225543.0,,,,,,,,,,,,,,,,,,,-32.46234061958688,2025-10-07,-32.69445139327119,27.89447954929315,72.10552045070685,,,,-32.796974507760865,0.0,1.0,33.65277430336441,66.34722569663559,False,2.6157906005290172,Lean R,R+0.4,N/A,R+4.5,D+2.6,R+32.7
TN-07,TN-07,TN,H6TN07286,Darden Hunter Copeland,Darden,Copeland,CHALLENGER,H6TN07187,Lee Brian Reeves,Lee,Reeves,CHALLENGER,0.41624380546351203,,,,,,239075.02,528250.865,-1.0399823367029837,143852.0,99284.0,185613.0,135535.0,202528.0,127832.0,122764.0,191992.0,,,,,,,,,,,,,,,,,,,-19.329501148625287,2025-10-07,-17.871999099059177,37.5250159900614,62.4749840099386,,,,-17.412629790725045,0.0,1.0,41.06400045047041,58.93599954952959,False,4.738486431876769,Lean R,D+0.4,N/A,R+1.0,D+4.7,R+17.9
TN-08,TN-08,TN,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H2TN07103,David Kustoff,David,Kustoff,INCUMBENT,-2.8102863637463726,,,,,,0.0,1759804.4649999999,-10.0,211679.0,89862.0,243858.0,109907.0,243930.0,100646.0,85043.0,240411.0,,,,,,,,,,,,,,,,,,,-39.111155927766184,2025-10-07,-40.968445752525085,22.989924234945903,77.0100757650541,,,,-41.517026826278006,0.0,1.0,29.515777123737458,70.48422287626255,False,0.6142529844734312,Likely R,R+2.8,N/A,R+10.0,D+0.6,R+41.0
TN-09,TN-09,TN,H6TN09068,Steve I Cohen,Steve,Cohen,INCUMBENT,H0TN09061,Charlotte Bergmann,Charlotte,Bergmann,CHALLENGER,1.1243765102319143,,,,,,1011648.73,2465.84,4.511124139830722,64153.0,184326.0,72282.0,209759.0,64358.0,166505.0,159522.0,57411.0,,,,,,,,,,,,,,,,,,,47.07368327220327,2025-10-07,51.784196182120766,82.65581394915445,17.34418605084555,,,,52.23819633821598,0.0,1.0,75.89209809106038,24.107901908939624,False,7.53847469361893,Likely D,D+1.1,N/A,D+4.5,D+7.5,D+51.8
TN-SEN,TN,TN,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,S0TN00169,Bill Hagerty,Bill,Hagerty,INCUMBENT,-1.6688810336179472,,,,,,0.0,2662571.4050000003,-10.0,1522395.0,869054.0,1851906.0,1142298.0,1966865.0,1056266.0,977870.0,1884691.0,5384473.0,3958296.0,305717.0,864737.0,128390.0,123061.0,7245.0,367396.0,619613.0,862997.0,562915.0,175898.0,2853004.0,924404.0,543077.0,552260.0,1088734.0,905905.0,-27.0551762319046,2025-10-07,-29.179110701226534,30.089954879178183,69.91004512082182,,,,-29.380397283854226,0.0,1.0,35.41044464938673,64.58955535061327,False,0.9419459119337965,Lean R,R+1.7,N/A,R+10.0,D+0.9,R+29.2
TX-01,TX-01,TX,H6TX01303,Masika Akilah Ray,Masika,Ray,CHALLENGER,H2TX01112,Nathaniel Quentin Moran,Nathaniel,Moran,INCUMBENT,-10.0,,,,,,6991.705,581583.5700000001,-3.6079868067221996,201781.0,71386.0,231048.0,89143.0,241942.0,80850.0,78554.0,246341.0,,,,,,,,,,,,,,,,,,,-47.03325692455599,2025-10-07,-53.227016395579135,16.758048488007617,83.24195151199238,,,,-53.399303829761614,0.0,1.0,23.386491802210433,76.61350819778957,False,-3.321194689960656,Likely R,R+10.0,N/A,R+3.6,R+3.3,R+53.2
TX-02,TX-02,TX,H6TX02251,Shaun Finnie,Shaun,Finnie,CHALLENGER,H8TX02166,Daniel Crenshaw,Daniel,Crenshaw,INCUMBENT,-3.7691310307877397,,,,,,509227.5,972152.4,-0.9046642678702883,162645.0,83855.0,198586.0,127510.0,204811.0,127854.0,112252.0,214631.0,,,,,,,,,,,,,,,,,,,-21.829679854369154,2025-10-07,-22.641150163470243,34.32680108804222,65.67319891195778,,,,-22.690152844007315,0.0,1.0,38.67942491826488,61.32057508173512,False,0.49233246920827867,Lean R,R+3.8,N/A,R+0.9,D+0.5,R+22.6
TX-03,TX-03,TX,H6TX03234,Evan Hunt,Evan,Hunt,CHALLENGER,H2TX03290,Keith Alan Self,Keith,Self,INCUMBENT,-2.419818283836091,,,,,,76598.16,144304.885,-0.6426157829427754,157413.0,84219.0,195871.0,136761.0,223427.0,136992.0,142953.0,237794.0,,,,,,,,,,,,,,,,,,,-21.636039428144144,2025-10-07,-21.269079614424772,35.23852285277872,64.76147714722129,,,,-21.46594634401745,0.0,1.0,39.365460192787616,60.634539807212384,False,2.7127304455332215,Lean R,R+2.4,N/A,R+0.6,D+2.7,R+21.3
TX-04,TX-04,TX,H6TX04133,Brice Gonzales,Brice,Gonzales,CHALLENGER,H0TX04219,Patrick Fallon,Patrick,Fallon,INCUMBENT,-2.090352288779998,,,,,,0.0,451674.73500000004,-3.4588934490208016,165346.0,91044.0,207432.0,143877.0,225235.0,134682.0,111696.0,241603.0,,,,,,,,,,,,,,,,,,,-22.47697352033605,2025-10-07,-23.48896220379135,33.767099636702135,66.23290036329786,,,,-23.495375272544308,0.0,1.0,38.25551889810433,61.74448110189567,False,1.6704495494739895,Lean R,R+2.1,N/A,R+3.5,D+1.7,R+23.5
TX-05,TX-05,TX,H2TX05253,Ruth Torres,Ruth,Torres,CHALLENGER,H8TX05144,Lance Gooden,Lance,Gooden,INCUMBENT,-0.5435415066293359,,,,,,319.06500000000005,706724.345,-4.065922521953987,139900.0,85968.0,163853.0,117612.0,176352.0,113124.0,107712.0,192185.0,,,,,,,,,,,,,,,,,,,-19.31551366085924,2025-10-07,-19.907666347369194,36.15006113269389,63.84993886730611,,,,-19.606222761433646,0.0,1.0,40.0461668263154,59.9538331736846,False,1.9345589148287097,Lean R,R+0.5,N/A,R+4.1,D+1.9,R+19.9
TX-06,TX-06,TX,H6TX06211,Aiden Shotwell-Morgan,Aiden,Shotwell-Morgan,CHALLENGER,H8TX06266,John Kevin Ellzey,John,Ellzey,INCUMBENT,-1.4077785555176,,,,,,0.0,1961094.6949999998,-5.541617207623581,150020.0,81387.0,176747.0,118506.0,187669.0,116800.0,98319.0,188119.0,,,,,,,,,,,,,,,,,,,-21.401634937076214,2025-10-07,-23.174737476001066,33.97420812983563,66.02579187016437,,,,-23.006349413077597,0.0,1.0,38.412631261999465,61.587368738000535,False,0.10152381825220758,Lean R,R+1.4,N/A,R+5.5,D+0.1,R+23.2
TX-07,TX-07,TX,H8TX07140,Elizabeth Fletcher,Elizabeth,Fletcher,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,0.8986417967523586,,,,,,1067457.065,0.0,10.0,67814.0,136038.0,92917.0,180252.0,93619.0,153127.0,149820.0,94651.0,,,,,,,,,,,,,,,,,,,27.924821431793564,2025-10-07,33.14136318784329,72.38011008003362,27.619889919966383,,,,32.95862005258883,0.0,1.0,66.57068159392165,33.42931840607835,False,9.024254906452711,Lean D,D+0.9,N/A,D+10.0,D+9.0,D+33.1
TX-08,TX-08,TX,H0TX08145,Laura Jones,Laura,Jones,OPEN,H6TX02228,Nick B Tran,Nick,Tran,CHALLENGER,-1.2768127765869748,,,,,,2380.6549999999997,48755.685000000005,-0.9511674419553324,126873.0,82796.0,167935.0,115154.0,194738.0,109560.0,108754.0,233423.0,,,,,,,,,,,,,,,,,,,-24.101210165056436,2025-10-07,-23.62555082935761,33.67719683102021,66.32280316897979,,,,-23.32338923893661,0.0,1.0,38.1872245853212,61.8127754146788,False,4.366088944811132,Lean R,R+1.3,N/A,R+1.0,D+4.4,R+23.6
TX-09,TX-09,TX,H4TX09095,Alexander Green,Alexander,Green,INCUMBENT,H6TX09090,Deddrick T Wilmer,Deddrick,Wilmer,CHALLENGER,10.0,,,,,,401889.87,32879.435,2.544077307448751,86239.0,81004.0,111907.0,93941.0,118132.0,78639.0,169152.0,64547.0,,,,,,,,,,,,,,,,,,,-15.083032177924723,2025-10-07,-5.237737577109198,46.29732508145793,53.70267491854207,,,,-5.039713692711537,0.0,1.0,47.3811312114454,52.6188687885546,False,14.832801272619676,Toss-up,D+10.0,N/A,D+2.5,D+14.8,R+5.2
